Ref_Date,GEO,ELECPRO,ELECGEN,Vector,Coordinate,Value
2015/06,Prince Edward Island,"Electricity producers, electric utilities",Conventional steam turbine,v44174716,3.2.3,-167.0
2015/07,Prince Edward Island,"Electricity producers, electric utilities",Conventional steam turbine,v44174716,3.2.3,..
2015/08,Prince Edward Island,"Electricity producers, electric utilities",Conventional steam turbine,v44174716,3.2.3,-85.0
2015/09,Prince Edward Island,"Electricity producers, electric utilities",Conventional steam turbine,v44174716,3.2.3,-88.0
2015/10,Prince Edward Island,"Electricity producers, electric utilities",Conventional steam turbine,v44174716,3.2.3,-267.0
2015/11,Prince Edward Island,"Electricity producers, electric utilities",Conventional steam turbine,v44174716,3.2.3,-324.0
2008/01,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,2.0
2008/02,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,3.0
2008/03,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,3.0
2008/04,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,3.0
2008/05,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,3.0
2008/06,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,2.0
2008/07,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,1.0
2008/08,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,0.0
2008/09,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,2.0
2008/10,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,12.0
2008/11,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2008/12,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,3.0
2009/01,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,2.0
2009/02,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,9.0
2009/03,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,11.0
2009/04,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2009/05,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2009/06,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2009/07,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2009/08,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2009/09,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,7.0
2009/10,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,0.0
2009/11,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2009/12,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,0.0
2010/01,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2010/02,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2010/03,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,9.0
2010/04,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2010/05,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2010/06,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2010/07,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2010/08,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,7.0
2010/09,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,0.0
2010/10,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,6.0
2010/11,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,0.0
2010/12,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,0.0
2011/01,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,0.0
2011/02,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,7.0
2011/03,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,13.0
2011/04,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2011/05,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,9.0
2011/06,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,10.0
2011/07,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,10.0
2011/08,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2011/09,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,9.0
2011/10,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2011/11,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2011/12,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,..
2012/01,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,7.0
2012/02,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,9.0
2012/03,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,13.0
2012/04,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,0.0
2012/05,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,9.0
2012/06,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,200.0
2012/07,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,601.0
2012/08,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,16.0
2012/09,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2012/10,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,9.0
2012/11,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,10.0
2012/12,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,6.0
2013/01,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,151.0
2013/02,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,136.0
2013/03,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2013/04,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,9.0
2013/05,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,31.0
2013/06,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,24.0
2013/07,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,9.0
2013/08,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2013/09,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,10.0
2013/10,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,20.0
2013/11,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,20.0
2013/12,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,51.0
2014/01,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,108.0
2014/02,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,17.0
2014/03,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,16.0
2014/04,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,7.0
2014/05,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,11.0
2014/06,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,38.0
2014/07,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,25.0
2014/08,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,13.0
2014/09,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,10.0
2014/10,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,84.0
2014/11,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,3.0
2014/12,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,143.0
2015/01,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,173.0
2015/02,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,210.0
2015/03,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,4.0
2015/04,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,17.0
2015/05,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,1.0
2015/06,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,8.0
2015/07,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,12.0
2015/08,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,20.0
2015/09,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,12.0
2015/10,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,17.0
2015/11,Prince Edward Island,"Electricity producers, electric utilities",Internal combustion turbine,v44174717,3.2.5,16.0
2008/01,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-56.0
2008/02,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-41.0
2008/03,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-52.0
2008/04,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-20.0
2008/05,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,12.0
2008/06,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,30.0
2008/07,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-13.0
2008/08,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-15.0
2008/09,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-12.0
2008/10,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2008/11,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-23.0
2008/12,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-15.0
2009/01,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-27.0
2009/02,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-41.0
2009/03,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-46.0
2009/04,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-38.0
2009/05,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-25.0
2009/06,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-14.0
2009/07,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-18.0
2009/08,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-3.0
2009/09,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2009/10,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2009/11,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2009/12,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2010/01,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2010/02,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2010/03,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2010/04,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2010/05,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2010/06,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2010/07,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2010/08,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2010/09,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2010/10,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2010/11,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,0.0
2010/12,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-35.0
2011/01,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-38.0
2011/02,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-45.0
2011/03,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,16.0
2011/04,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-30.0
2011/05,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,7.0
2011/06,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-14.0
2011/07,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-23.0
2011/08,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-40.0
2011/09,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-19.0
2011/10,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-28.0
2011/11,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-32.0
2011/12,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-34.0
2012/01,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-12.0
2012/02,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-16.0
2012/03,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-35.0
2012/04,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-29.0
2012/05,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-18.0
2012/06,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,66.0
2012/07,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,403.0
2012/08,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,58.0
2012/09,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-11.0
2012/10,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-19.0
2012/11,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,22.0
2012/12,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-25.0
2013/01,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,125.0
2013/02,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,289.0
2013/03,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-57.0
2013/04,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-44.0
2013/05,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-31.0
2013/06,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,28.0
2013/07,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,3.0
2013/08,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-20.0
2013/09,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-12.0
2013/10,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-30.0
2013/11,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-31.0
2013/12,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-37.0
2014/01,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,32.0
2014/02,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,86.0
2014/03,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-57.0
2014/04,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,12.0
2014/05,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,30.0
2014/06,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,44.0
2014/07,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,17.0
2014/08,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,76.0
2014/09,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,1.0
2014/10,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-16.0
2014/11,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,26.0
2014/12,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,1264.0
2015/01,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,1569.0
2015/02,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,1314.0
2015/03,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-36.0
2015/04,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-94.0
2015/05,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,18.0
2015/06,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-7.0
2015/07,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,17.0
2015/08,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,238.0
2015/09,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-15.0
2015/10,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,-30.0
2015/11,Prince Edward Island,"Electricity producers, electric utilities",Combustion turbine,v44174718,3.2.6,94.0
2008/01,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,11355.0
2008/02,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,9829.0
2008/03,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,9187.0
2008/04,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,5499.0
2008/05,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,4859.0
2008/06,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,4937.0
2008/07,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,4538.0
2008/08,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,7387.0
2008/09,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,9292.0
2008/10,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,12753.0
2008/11,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,10991.0
2008/12,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,14899.0
2009/01,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,11805.0
2009/02,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,11895.0
2009/03,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,10974.0
2009/04,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,11348.0
2009/05,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,9856.0
2009/06,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,7037.0
2009/07,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,6253.0
2009/08,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,6599.0
2009/09,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,8903.0
2009/10,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,10783.0
2009/11,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,10878.0
2009/12,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,13057.0
2010/01,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,12795.0
2010/02,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,10638.0
2010/03,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,10832.0
2010/04,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,33227.0
2010/05,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,36615.0
2010/06,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,24370.0
2010/07,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,24640.0
2010/08,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,14636.0
2010/09,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,35300.0
2010/10,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,51361.0
2010/11,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,48306.0
2010/12,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,50803.0
2011/01,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,46436.0
2011/02,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,46884.0
2011/03,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,53639.0
2011/04,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,45892.0
2011/05,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,41798.0
2011/06,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,23046.0
2011/07,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,9948.0
2011/08,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,9244.0
2011/09,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,9909.0
2011/10,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,14262.0
2011/11,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,16135.0
2011/12,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,15780.0
2012/01,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,16172.0
2012/02,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,13645.0
2012/03,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,15086.0
2012/04,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,13505.0
2012/05,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,9715.0
2012/06,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,10418.0
2012/07,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,7401.0
2012/08,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,7161.0
2012/09,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,13170.0
2012/10,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,16348.0
2012/11,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,12995.0
2012/12,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,17829.0
2013/01,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,18739.0
2013/02,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,12891.0
2013/03,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,12774.0
2013/04,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,13936.0
2013/05,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,14251.0
2013/06,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,8831.0
2013/07,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,8448.0
2013/08,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,9013.0
2013/09,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,12775.0
2013/10,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,11656.0
2013/11,Prince Edward Island,"Electricity producers, electric utilities",Wind power turbine,v44174719,3.2.8,14795.0
